id,lat,lon,name,description
310775017,59.9238256,10.7677502,Rodes plass,
312568188,63.4733661,10.9477272,Elen Seips gate,
317225851,63.4278337,10.4913550,Roosevelts veg,
321596668,59.7444104,10.3824178,Prestegårdsjordet,
331635635,58.9287741,12.2969949,Hallingbacken,
331635636,58.9352631,12.2899460,Tallmovägen,
331635638,58.9384351,12.2895920,Bergvägen,
332245974,58.9279989,12.3035663,Ekhagsskolan,
332609771,58.9614142,12.2762453,Baldersnäsvägen,
335559415,58.0260239,7.4498170,Skriverhaven,
335604780,60.3946523,5.3441691,Rundemansveien,
339370475,60.4158492,11.0601974,Kjerkevegen,
340907697,63.4177264,10.4980859,Jakobsgrenda,
355574047,59.9039975,10.7884775,Turbinveien,
357446375,63.4329359,10.4992406,Anton Jenssens veg,
366165779,58.5100963,13.1394724,Drömstan,
368366289,63.4308310,10.4487457,Balders hage,
370265831,58.9738296,5.7058360,Porsveien,
370265884,58.9743113,5.7070167,Almeveien,
371884775,58.9598336,5.6893405,Blåklokkestien,
372552790,58.9619746,5.6965327,Blomsterveien,
372622526,58.9648462,5.6963691,Syrinveien,
372622528,58.9641644,5.6938455,Eføysvingen,
372622531,58.9636079,5.6922809,Eføysvingen,
372622534,58.9651740,5.6924424,Gerhard Munthes vei,
373410882,58.9809415,5.6854985,Kornblomsttunet,
373411443,60.0344514,11.3605204,Lyngvegen,
373658364,58.9587158,5.7552591,Søre Ramsvigvei,
373764606,58.9588271,5.7070534,Mary Poppins Playground,Wheelchair: yes;
376702804,58.9013265,5.7231285,Ofolskroken,
387490473,59.6474837,9.6421767,Harriet Backers gate,
388585389,58.9709425,5.7379698,A. B. C. gata,
389050395,58.9098571,5.6625679,Våganesstien,
389498606,60.4661781,5.3535294,Flaktveitbotn,
389498611,60.4675039,5.3574241,Øvre Flaktveit,
389498613,60.4688071,5.3519348,Flaktveitbotn,
389498615,60.4678043,5.3540563,Flaktveitbotn,
389525283,60.4673588,5.3533763,Flaktveitbotn,
390059293,60.4668083,5.3473549,Liarinden,
390332269,59.8296360,10.4607150,Lindløkka,
390336081,59.8304556,10.4604661,Lindløkka,
390950797,61.2136252,11.3302940,Hovda,
390955958,61.6678241,10.8848097,Bjøråa,
391520795,60.4666098,5.3558747,Flaktveitgeila,
392250772,59.8293401,10.4585325,Seljestien,
405790512,58.9731105,5.7244138,Gamle Stavanger,
409076605,60.2929207,5.3223015,Grimseidvegen,Wheelchair: limited;
409076613,60.2918113,5.3203362,Råtun,Wheelchair: yes;
424290943,58.9576442,5.6286164,Jonsokveien,
426886205,58.9609313,5.6168285,Skredbakkatunet,
428747536,58.9386748,5.5831792,Pollertvegen,
429402576,59.7023822,11.2985170,Hesteskoen,
431345987,58.9462538,5.6973450,Olav Liljekransstien,
431363087,58.9426386,5.6809902,Madlamark kirke,Wheelchair: limited;
431969012,59.8399568,10.3835158,balancing plank,
432966077,58.9464693,5.7278089,Auglend barnehage,
439511190,59.8283140,10.4492774,Bleikerhaugen,
442408139,58.9420262,5.6874686,Oldfunnveien,
442408225,58.9447484,5.6981185,Olav Liljekransstien,
443658348,59.1369915,5.5890225,Arsvågen - Mortavika,
445737828,58.9614659,5.7661860,Rosenliblokkene,
446526672,58.9817991,5.6955500,Stølsbrautene,
447152925,58.0204286,7.4429628,Sjøsanden Camping,
451009221,58.8860885,5.6569173,Kjelsbergvegen,
452492671,58.9566929,5.6340978,Ryttersvingene,Wheelchair: no;
452492672,58.9564451,5.6297720,Olsokhagen,
452492673,58.9562371,5.6274202,Larsokveien,
453470664,58.9686979,5.7245146,Møllegata,
453834499,63.3903716,10.4709730,Skoglekeplass,
457398060,59.7391391,10.1917611,Marcus Thranes plass,
458893277,61.2348711,8.9311328,Beitostølen Helsesportssenter,
459432605,58.9419098,5.6905900,Madlavoll skole,
460431246,63.4313286,10.4619250,Dalkantvegen,
464552438,58.8629201,5.7442912,Altonaparken,
470539700,57.9396604,12.5482498,Kullen,
470539703,57.9398602,12.5514514,Kyrkestensvägen,
473102199,58.9522550,5.6858418,Molkeholen,
474820120,58.9521021,5.6938515,Ole Reistads gate,
475570397,58.5113894,13.1396064,Drömstan,
475570466,58.5101972,13.1412613,Drömstan,
475570578,58.5097197,13.1377595,Drömstan,
475594370,58.5115084,13.1438855,Läckögrillen,
476277192,59.9940600,11.0820400,Hovedbanen,
477356998,59.9009742,10.7941902,Enebakkveien,
479720066,58.5085515,13.1418442,Drömstan,
479720332,58.9506912,5.6911366,Lauritz Bergendahls gate,
481435012,58.9603215,5.7128944,Nordahl Griegs vei,
482317160,58.2318284,6.6719160,Andabeløy,
482907802,59.3527784,10.8573101,Footpath,Lekeplass;Wheelchair: yes;
495493851,57.9273383,11.6116789,Hamnvägen,
497686725,58.8859321,5.6748143,Kjerrbergtunet,
497709436,58.0941333,6.8117223,Farøyparken,
501552041,58.9391634,5.7452236,Nordhagen,
501552089,58.9385924,5.7547937,Bruvikveien,
501870774,58.0924872,6.7994355,Varbak Barnehage,
506855895,58.9367423,5.7471848,Småflåtveien,
508492686,62.9159046,8.4581297,Svisholmen,
515722173,58.5214130,13.1254300,Skogsvägen,
532354732,58.0906634,6.7749364,Kanehøgda,
534689883,58.0782388,6.9829265,Bjørnevågsveien,
542396580,58.0987514,6.6961589,Selvaagparken,
544372504,58.9507565,5.6933355,Thorleif Haugs gate,
559823657,58.8795418,5.7332439,Askepottveien,
559823747,58.8799181,5.7359542,Askepottveien,
571732505,58.9488688,5.6715227,Madlaleiren,Wheelchair: yes;
571732537,58.9541744,5.6796481,Fasanveien,
571732649,58.9555146,5.6833961,Sandalsloen,
638000418,58.8230992,5.7223439,Ulveveien,
638509343,59.8720319,10.4823385,Hvidstenveien,
672914227,60.6602387,6.4321280,Fitjavegen,
674391068,58.2734999,11.4338173,Stadsparken,
674532932,58.9511517,5.6965693,Solborgveien,
674532951,58.9500482,5.6993321,Astraveien,
677490120,58.4994111,13.1544441,Stadsträdgården,
683712457,58.9813573,5.6887374,Smiehagen,
683712850,58.9844012,5.7032074,Bakkebråtet,
686544443,59.3475729,5.2844076,Futavegen,
692848062,58.8159849,5.7517956,Buggelandsstubben,With: climbing ;
702788228,63.4109418,10.4278581,Herman Krags veg,
702788232,63.4094111,10.4321405,Moholt alle,
703451199,59.0020506,5.6220415,Varen,
704146969,58.8496796,5.7182320,Mølledalen,
704146985,58.8524726,5.7166044,Welhavens vei,
704146987,58.8530048,5.7163658,Welhavens vei,
704146991,58.8536510,5.7156931,Welhavens vei,
705810234,63.4134840,10.4720250,Wilhelm K. Størens vei,
706568034,59.9626744,11.0291395,Nitelva,
725905797,59.9554122,11.0328391,Depotgata,
725905802,59.9561012,11.0320354,Strandpromenaden,
726371046,58.5644288,11.9973636,Fornkullevägen,
727514184,58.5746642,11.9880204,Vallvägen,
727559766,58.5687926,11.9964105,Centrumhuset,
727778110,59.9644441,10.6415858,,
748839389,60.7868597,10.6537283,Hunnselva,
753778354,59.9429480,10.7829176,Kapellveien habiliteringssenter,
753778363,59.9416347,10.7840152,Åsensvingen,
759701536,61.2102474,7.1421676,,
759815996,58.2698132,11.4323474,Badhusgatan,
761693831,61.3011368,7.2381941,Solvorn kyrkje,
770918533,59.2403449,11.0219905,Lekeplass,
795205794,59.9410812,10.7854647,Muselunden,
799861652,59.2460671,11.0245242,Lekeplass,
801948840,58.0638192,11.7643800,Almön,
808802221,59.9543945,10.7274011,Vannveien,
827209892,59.8972806,10.8167390,Rugveien,
827209898,59.8967640,10.8164923,Våronnveien,
827209899,59.8967963,10.8162991,Våronnveien,
827209902,59.8968393,10.8161168,Våronnveien,
827209909,59.8971999,10.8159558,Beiteveien,
834705135,59.7016605,11.3003703,Hesteskoen,
835870161,59.1373810,11.0381484,Bevøveien,
836252240,58.6964740,11.2461341,Gisslerödsvägen,
836252241,58.6894777,11.2563069,Prinseprången,
836898448,59.9224863,10.7550103,Grünerhagen,Wheelchair: no;
839079527,59.2779740,11.1159325,Håkons gate,
840709391,61.4972252,10.1744469,,
842390766,62.7384500,7.1587800,Parkvegen,
864260423,59.9448047,10.8984531,Gransdalen,
864702454,57.9450914,12.5025880,Keramikgatan,
916879237,58.0621373,7.0662345,Epledalen,With: slide ;
922995706,58.0957482,6.7685299,Mosvoldveien,
928625782,57.9340647,12.5170007,Nolhaga lekplats,
930426711,59.8708251,10.5153259,Halstoppen,
951568129,58.1404387,7.1023770,Stemtjønn,
985982133,59.6478614,9.6533238,Terrasseveien,
1012617868,63.4274141,10.4524985,Tingvegen,
1026870320,63.4141705,10.4374360,Moholt Park,
1026870323,63.4155858,10.4361603,Østre berg,
1041600335,58.8254343,5.7305474,Sørbø skole,
1058084948,59.0114240,5.6477343,Opalveien,
1078775868,58.8387362,5.7685944,Skaarlia,
1079803697,58.8192952,5.7617075,Bjønnbåsen,
1095094457,59.9490846,10.7740504,Gunnar Schjelderups vei,
1106392005,63.4101220,10.4292610,Moholt barnehage,
1106392249,63.4089561,10.4313812,Moholt alle,
1106392301,63.4089883,10.4310907,Prestekragevegen,
1106643687,58.8565117,5.7693232,Budstikken,
1106696754,63.4090400,10.4857404,Stokkanhaugen,
1108732077,59.8931296,10.8082429,Raukveien,
1119754253,59.8915593,10.8195041,Skuronnveien,
1122218726,59.8906334,10.8202172,Eikelunden,
1122644228,63.4272171,10.4025061,Gåsaparken,
1125239942,59.8944279,10.8101429,Havreveien,
1125571284,59.8913962,10.8226898,Manglerudskogen,
1125571297,59.8924503,10.8225958,Manglerudskogen,
1125923499,59.8927634,10.8227245,Manglerudskogen,
1127801228,59.2093383,10.9435839,Domkirkeparken,
1129613788,57.9537391,12.0187121,Duvesjön,With: bench ;
1130442441,58.9507976,5.6991310,Astraveien,
1132306881,62.4644378,6.3826363,Barnas Lekeland AS,
1140886248,63.1214583,7.7945339,Fiolbakken,
1140886249,63.1209684,7.7951347,Myrullveien,
1140946611,63.1217530,7.7966892,Bergknappen,
1156788901,58.9632462,5.7561534,Islandsgata,
1165979267,58.9372089,5.7407969,Timoteiveien,
1165979356,58.9379841,5.7424626,Marieroveien,
1199413715,58.9336064,5.7317139,Johanne Dybwads gate,
1199414172,58.9336615,5.7362074,Hetland VGS,
1199415860,58.9362088,5.7217448,Dalsetkroken,
1199416070,58.9347147,5.7241922,Snarehaugen,
1207808814,58.8435386,5.7219311,Kolbeinshaugen,
1207910203,58.9800478,5.6868705,Kornblomsthagen,
1207910957,58.9798874,5.6878119,Kornblomsthagen,
1210302254,58.1201749,7.9597823,Auglandsbukta,
1211106680,58.9482644,5.6948620,Hemmestveittunet,
1212237791,58.1548147,7.9761735,Artillerivollen,
1215079134,59.7638759,10.0771371,Solbergveien,
1216643601,58.1118919,7.9327028,Bråvannstoppen,
1216647447,58.1150296,7.9341807,Kjos Ringvei,
1219802534,58.8689028,5.7648002,Asperholen,
1223373964,58.9937016,5.6298308,Sørlibakken,
1223515042,58.9934902,5.6836465,Onaveien,
1223515099,58.9942653,5.6845880,Oksøyveien,
1228115676,58.4574100,8.7640927,Øvre Tyholmsvei,
1238733778,60.4335187,5.4657311,Vestlivegen,
1238845560,60.4339706,5.4694347,Seimsvegen,
1238845563,60.4329219,5.4711404,Seimsvegen,
1244923646,58.9490158,5.6812475,Rollaugs gate,Wheelchair: limited;
1250119518,62.5938898,9.6644894,Vikavegen,
1250119532,62.5972695,9.6725740,Røtveivegen,
1252324873,61.5979819,9.7663476,Nigardsvegen,
1252324916,61.5977667,9.7513359,Byrevegen,
1253187280,58.9566888,5.7527338,Nymansveien,
1253811762,58.8498676,5.8906431,Noredalen Bygdahus,
1257088407,58.2983034,8.4758058,,
1259216056,58.4842706,11.3254619,Långekärrs badplats,
1261513829,58.9487865,5.6930688,Trysil-Knuts gate,
1263924873,63.4137512,10.4155014,Dybdahls veg,
1263924999,63.4145953,10.4151264,Lars Onsagers veg,
1264147654,59.8332528,11.1432352,Bakkeveien,
1264147655,59.8299638,11.1441793,Melgårdshagan,
1264147656,59.8333116,11.1323368,Flateby,
1264233280,58.8466348,5.7687289,Solliveien,
1264478134,63.4300299,10.5413828,Randi Kjærems vei,
1264745576,58.8397097,5.7678957,Skaarlia,
1264814638,58.8448352,5.7671946,Skogveien,
1265126462,58.8431297,5.7732188,Skaraveien,
1265126473,58.8413784,5.7683962,Skaarlistien,
1268312267,63.4345924,10.5886431,Grim Saxeviks veg,
1272253479,59.8380124,11.1330347,Øvre Skaugvei,
1272979555,58.3853064,12.3280501,Skräckleparkens lekplats,
1277731247,58.7843107,5.6158485,Hasselvegen,
1278184972,60.9853584,9.2360437,Jernbanevegen,
1280298776,63.1186385,7.7839083,Dalelia,
1282531288,58.1344238,7.9506892,Løvsangerveien,
1283248299,63.4400003,10.6405346,Vikhovlia,
1283248307,63.4351762,10.6395865,Basunveien,
1290613818,58.9365378,5.7058926,Stavanger botaniske hage,
1300149556,58.1284095,7.9409302,Tverrveien,
1300149557,58.1274634,7.9396669,Tverrveien,
1300168062,58.1281050,7.9373172,Nordtjønnåsen,
1302557621,58.1299101,7.9306106,Nordtjønnåsen,
1306110715,58.9565777,5.7357277,Vidars gate,
1306110806,58.9614335,5.7334184,Sigurds gate,
1306111624,58.9543212,5.7336841,Folke Bernadottes vei,
1309584122,58.8844528,5.6625982,Uthaug,
1311014863,58.1639204,7.9870002,Sørlandet Sykehus HF,
1317640124,58.1521267,7.9671405,Sørlandsbanen,
1323854150,60.9841076,9.2321797,Neselve,
1323854172,60.9843928,9.2334140,,
1323873735,60.9700063,9.2845096,Leira Camping og Hyttesenter,
1325845715,60.3941610,5.3168300,Apotekerhagen lekeplass,
1330993765,59.9192038,10.7834400,Solefallsveien,
1330993782,59.9188295,10.7825778,Dronning Ingrids plass,
1330993826,59.9189145,10.7827649,Dronning Ingrids plass,
1334810989,59.9581806,10.7565616,Korsvolltoppen,
1334811092,59.9581786,10.7571075,Carl Kjelsens vei,
1334811109,59.9582230,10.7568322,Korsvolltoppen,
1338009612,59.9410672,10.8213077,Økernveien,
1341741028,59.9532139,10.7949465,Nordhagaveien,
1342685752,59.9613983,10.7708837,Akerselva,
1342689303,59.9607616,10.7658183,Brekkelia,
1343178742,58.1914164,8.0857129,Oscar Omdals Terrasse,
1345923511,58.2486530,8.3849560,Noan Christian Gauslaasgate,
1347155489,59.9556354,10.7684376,Tverrvei 4,
1347175439,59.9535884,10.7731226,Betzy Kjelsbergs vei,
1349436741,59.9420463,10.7320602,Ullevål skole,
1349511323,58.0772323,6.7687373,Husebyparken Barnehage,
1354132223,60.2050074,10.9480119,Aasen stadion,
1364543142,59.3877965,10.6594043,Storengveien,Wheelchair: no;
1367964892,59.3533607,5.2193893,Fransehagen,
1369012637,59.1948142,10.9585832,Rolf Wickstrøms gate,
1369052140,65.7710510,12.4400770,Stia tel Kruno,
1369466294,59.3504052,5.2909656,Prestanesvegen,
1369996802,59.7573052,10.2933980,Kunterudveien,
1369996839,59.7567567,10.2934677,Kunterudveien,
1371927286,59.9388498,10.8321585,Lunden hageby,
1377192242,59.6212783,9.6829335,Rudsveien,
1377895039,62.3978668,10.4295959,,
1383807944,59.0561980,6.6504119,Kraftverksvegen,
1389525143,63.4413750,10.4330614,Stjørdalsveien,
1390224383,59.8699823,10.8456542,General Ruges vei,
1391010913,63.4291977,10.4223002,Ibsens gate,
1393789113,59.9510618,10.9041441,Nedre Haugen borettslag,
1393789276,59.9514335,10.9055332,Nedre Haugen borettslag,
1393832719,58.7068918,12.5058486,,
1393894123,59.4839191,6.2554078,Nedre-Dalane,
1393894509,59.4893047,6.2528173,Prestaåsen,
1396408952,61.7710722,9.5372487,Ola Dahls gate,
1396511142,63.4305172,10.4185194,Gyldenløves gate,
1396741868,59.9533925,10.8728759,Kalbakkveien,
1396741969,59.9535004,10.8729185,Flaen barnehage,
1397373691,59.9631946,10.8793623,Ammerudhellinga,
1397748773,58.2200772,11.9226376,Krokusvägen,
1400111512,59.9698972,10.8766844,Hukenveien,
1401049542,59.9259475,10.8630272,Lekeplass,
1402604499,59.9267810,10.7846500,Frydenbergveien,
1402609120,59.9265215,10.7855660,Frydenbergveien,
1407036535,59.9320437,10.7858560,T-baneringen,
1414309002,63.4129923,10.4363116,Frode Rinnans veg,
1414309003,63.4130165,10.4361011,Frode Rinnans veg,
1414331437,63.4319251,10.3624585,Ilsvikøra,
1414521907,59.9157840,10.8251733,Bryn idrettsplass,
1422719695,59.9260550,10.7264874,Ole Vigs gate,
1422724890,59.9256315,10.7291127,Underhaugsveien,
1422739546,59.9243060,10.7259389,Underhaugsveien,
1422739664,59.9248476,10.7259710,Sporveisgata,
1426477494,59.9301743,10.7060508,Frognerparken,
1427461438,59.9205006,10.7194768,Skovveien,
1433744645,58.9599118,5.7133062,Nordahl Griegs vei,
1436125172,63.3887421,10.3152764,Byåsen Skiskytterlag,
1444798187,59.9263520,10.8655671,Furusetbanen,
1444798203,59.9265583,10.8665614,Furusetbanen,
1445051443,59.9385761,10.8911395,Furuset skole,
1445051450,59.9386854,10.8907582,Jerikoveien,
1445051590,59.9409404,10.8947893,Trimmen,
1446370462,59.9362368,10.8249123,Anton Tschudis vei,
1446950532,63.1263349,7.8009520,Stangdraget,
1452843964,59.6791345,9.6760956,Vognmannsveien,
1454358768,59.9093560,10.7871724,Ingeborgs gate,
1454359175,59.9122697,10.7852139,Kampen hageby,
1454363540,59.9118131,10.7852008,Kampen hageby,
1454363573,59.9124925,10.7859137,Kampen hageby,
1454363658,59.9128442,10.7841940,Skedsmogata,
1457876283,58.0231903,7.0060603,Korshamn Grendehus,
1458908417,59.8980617,10.8019989,Solfjellshøgda,
1458908596,59.8993132,10.8014798,Ryenberget skole,
1460567345,59.9167272,10.7174380,Skovveien,
1469865145,59.9243991,10.6966784,Frognerparken,
1472092608,59.9506754,10.7961748,Frennings vei,
1477215459,59.9132900,10.7085636,Gabels gate,
1477564556,59.9139817,10.7138638,Drammensveien,
1479287142,59.9134428,10.7169127,Nasjonalbiblioteket,
1480287685,58.4400184,8.8362102,Leiren,Wheelchair: limited;
1481116054,59.9505611,10.7721839,Gunnar Schjelderups vei,
1486124865,59.5410068,10.3825226,Strandveien,
1489410801,61.5300505,10.1408071,Unset,
1510018797,59.9255829,10.8706353,Dr. Dedichens vei,
1510018799,59.9266087,10.8679860,Furusetbanen,
1513477062,63.4293183,10.3698250,Ilaparken,
1541513329,59.9188744,10.8108821,Karl Staaffs vei,
1561449969,58.3672224,11.9248449,Fasserödsvägen,
1579350189,59.5703135,9.2741869,Lærerskolevegen,
1599111379,59.9436149,10.7756680,Grefsenveien,Access: unknown;
1600268258,58.1358475,7.9346204,Øvre Slettheia skole,
1600268405,58.1357657,7.9332671,Øvre Slettheia skole,
1600444395,58.1595556,8.0006355,Bernt Holms vei,
1600532258,58.1793294,8.0911596,Hånesveien,
1600944505,58.7732894,5.8771473,Varafjellstubben,
1605796008,59.9637183,10.8798897,Alna,
1608135438,59.8601904,10.6614507,Enerveien,
1608135441,59.8601913,10.6586083,Blomsterveien,
1610695115,59.9622071,10.8782451,Ammerudhellinga,Access: private;
1613455656,58.9464581,5.7056587,Plutokroken,
1619087763,60.3529380,5.3628795,Mannsverkmarken,
1628692582,62.0983664,12.3124853,Grövelsjövägen,
1634927689,63.4038911,10.4573835,Johan E. Brodahls veg,
1636822426,59.8251608,10.7856015,Bertramjordet,
1636822460,59.8242957,10.7875964,Bertramjordet,
1636822514,59.8255245,10.7865244,Bertramjordet,
1636822587,59.8267981,10.7846001,Dyretråkket,
1636863679,59.8278981,10.7810542,Grensestien,
1636863707,59.8279399,10.7830337,Åsbråtstien,
1636863756,59.8284293,10.7821134,Åsbråtstien,
1636863763,59.8284266,10.7838303,Åsbråtstien,
1636863781,59.8273063,10.7823068,Grensestien,
1636863889,59.8286921,10.7836640,Åsbråtstien,
1636863945,59.8290804,10.7825697,Åsbråtstien,
1636879377,59.8311226,10.7842809,Nordåssløyfa,
1637010375,59.8287610,10.7885620,Søndre Åsgården borettslag,
1637010389,59.8313975,10.7870275,Nordåsveien,
1637010479,59.8293972,10.7876337,Søndre Åsgården borettslag,
1637056459,59.9133260,10.5052081,Kolsåsparken,
1637056842,59.9145948,10.5029857,Kolsåsstien,Access: private;
1637486875,59.9081975,10.5890879,Krokvoldparken,
1637612457,59.8316392,10.7848754,Nordåssløyfa,
1637612810,59.8323900,10.7878500,Lusetjern skole,
1637642120,59.8340101,10.7861709,Lusetjernveien,
1637642193,59.8343012,10.7823088,Lusetjernveien,
1638085442,59.8362591,10.7900158,Ravnkroken,
1638351703,58.1318456,7.9466022,Bokfinkveien,
1639228106,59.8373803,10.7830846,Gamlelinja,
1639228133,59.8386418,10.7835354,Gamlelinja,
1639228291,59.8378870,10.7842218,Gamlelinja,
1639407277,59.8375154,10.7867851,Ravnåsveien,
1639407886,59.8349951,10.7933997,Holmlia Senter vei,
1641308820,59.9193538,10.6351133,Mustads vei,
1642066319,59.9170558,10.6412719,Kirkehaugsveien,
1642478214,59.9079750,10.7975065,Etterstad,
1642510405,59.9116908,10.8002927,Etterstadsletta,
1660750286,59.9112759,10.9263372,Ekerudveien,
1660750288,59.9160546,10.9277212,Sønnaveien,
1660750295,59.9233612,10.9310579,Østaveien,
1660750297,59.9155585,10.9285447,Sønnaveien,
1660750300,59.9123664,10.9251731,Ekerudveien,
1661473795,59.9215671,10.6413685,Jonas Dahls vei,
1661473898,59.9219286,10.6412092,Jonas Dahls vei,
1663264125,59.9236344,10.6393260,Lilleakerveien,Access: unknown;
1663264134,59.9236403,10.6413693,Ullernchausséen,Access: unknown;
1663357374,59.9219426,10.8584851,Haugerud skole,Access: unknown;
1664784195,59.9331475,10.8828735,Furusetbanen,
1664784649,59.9336590,10.8866481,Kløfterstien,
1664842193,59.9337206,10.8823927,Furusetbanen,Access: unknown;
1664842257,59.9340998,10.8898839,Kløfterstien,
1664842816,59.9351137,10.8886784,Jerikoveien,
1664922847,59.9589067,10.8722360,Grorudbanen,
1666908296,59.3524025,10.8703534,Skråtorpveien,
1666925433,59.3524627,10.8701818,Climbing wall,
1667000728,59.7892824,5.5291082,Liarstøl,
1667000733,59.7896657,5.5270160,Aslaksbrekko,
1667087562,58.3142999,11.7236482,Hafsten Swecamp Resort,
1667192201,59.9474624,10.8908965,Grorudveien,
1667215835,59.9425879,10.8933275,Kurlandstien,
1667215916,59.9431051,10.8940088,Kurlandstien,
1667654605,59.8378023,10.6764016,Berger skole,
1670455466,60.0710324,11.0366512,Gjerdrum barneskole,
1670719786,61.1575134,13.1989513,Hugo,
1670729277,59.9242161,10.8640360,Trosterud,
1670729489,59.9253712,10.8634653,Lekeplass,
1670729658,59.9258179,10.8642150,Lekeplass,
1670742655,59.9234962,10.8672246,Dr. Dedichens vei,
1670742675,59.9236486,10.8670304,Dr. Dedichens vei,
1670775964,59.9287630,10.8834783,Lindebergåsen,Access: unknown;
1672494277,59.9208017,10.8565326,Haugerudtunet,
1672494320,59.9208690,10.8543693,Haugerudtunet,Access: unknown;
1672495028,59.9214732,10.8596496,Haugerud skole,Access: unknown;With: baseball ;
1672495592,59.9218218,10.8589390,Haugerudsenteret,
1672781425,59.9209046,10.8522226,Hagapynten,
1672781459,59.9212851,10.8524656,Hagapynten,
1672781495,59.9215858,10.8529495,Hagapynten,
1673764129,59.9184145,10.8538504,Haugerudveien,
1673764268,59.9189145,10.8503151,Furusetbanen,
1673764559,59.9200438,10.8520470,Furusetbanen,
1673882871,59.9161903,10.8611165,Larsbråtveien,
1676194993,59.1400143,10.2004350,Frydenlund,
1676246824,59.9147895,10.8568861,Landerokollen,
1676565131,59.9303609,10.8854817,Lindebergåsen,
1676565179,59.9304773,10.8795324,Furusetbanen,
1677170032,59.9326411,10.8789260,Lindebergskogen borettslag,
1678094986,59.9406361,10.9014012,Granstangen,Access: unknown;
1678307478,59.9384849,10.9108255,Dragonstien,
1679600481,59.9345503,10.9156337,Edvard Munchs vei,Access: unknown;
1680932846,59.9361788,10.9207173,Harald Sohlbergs vei,Access: unknown;
1680935759,59.9329944,10.9126945,Munkebekken,Access: unknown;
1682346503,59.9415952,10.8948495,Trimmen,
1682347008,59.9429349,10.8942370,Kurlandstien,Access: unknown;
1682438603,59.9439538,10.8933220,Ulsholtveien,Access: unknown;
1684054384,59.9310644,10.9179220,Munkebekken,
1685113798,59.9336732,10.9217175,Ludvig Karstens vei,Access: unknown;
1685113802,59.9337169,10.9240309,Ludvig Karstens vei,Access: unknown;
1685113805,59.9337537,10.9227411,Ludvig Karstens vei,Access: unknown;
1688247035,59.9485539,10.8973467,Gransdalen,
1688273262,59.9472341,10.9044078,Høybråtenveien,
1689030272,59.9499353,10.9150466,Ole Brumms vei,
1689190466,59.9660525,10.9140611,Rommen skole,
1689190471,59.9662844,10.9146796,Rommen skole,
1689190520,59.9665625,10.9151278,Rommen skole,
1689190562,59.9668242,10.9155701,Rommen skole,
1689190599,59.9671233,10.9159645,Rommen skole,
1691250134,59.9423031,10.9361189,Starveien,
