id,lat,lon,name,description
60157513,54.6726494,-1.2345443,Chaucer Avenue,
60157945,54.6775143,-1.2209032,Burn Valley,
60157946,54.6841870,-1.2395592,Ward Jackson Park,
75549593,54.7707849,-1.5721287,Appleby Rooms,
249383084,54.8469924,-2.0557108,River Derwent,
252932632,55.0085528,-1.5955707,Paxford Close,
266508158,56.3897121,-3.4339685,South Inch,
267041741,56.0315901,-3.3601528,Morlich Place,Wheelchair: yes;
267412988,54.7621722,-1.6033494,Holliday Park,
267860464,56.3815067,-3.4354130,Glenearn Road,
269197781,56.0289740,-3.3657284,Seafield Place,Wheelchair: yes;
269202679,56.0317458,-3.3678170,Binning Strip,Wheelchair: yes;
269237333,56.3901000,-3.4813498,Coldstream Avenue,
269237578,56.3940058,-3.4437077,Boomerang,
269254217,54.6767395,-1.2452825,Summerhill Country Park,
269254219,54.6769553,-1.2437142,Summerhill Country Park,
269486041,54.7665257,-1.4410379,Margaret Street,
269984402,56.4041205,-3.4464525,Town Lade,
270777212,56.4103091,-3.4613983,Primrose Crescent,
276713193,56.0363827,-5.4327910,Lochnell Street,
286987443,55.0468733,-1.4614422,Churchill Playing Fields,
291646255,54.9756064,-1.8196589,Wylam Jubilee Field,
291855943,55.5379761,-5.1217618,Arran,
291856425,55.5360819,-5.1239934,Arran,
292976776,55.8677898,-4.2865345,Kelvingrove Park,
293712168,54.5935166,-1.0495676,Bramble Dykes,
298844030,55.8236041,-4.3981421,,
304622633,57.0067293,-3.3946805,Castleton Place,
308820541,55.1061742,-1.5820929,East Hartford Playground,
308823222,55.1754907,-1.5158178,Newbiggin Beach,
309430223,54.7531033,-1.6172535,Meadowfield New Park play area,
313311964,55.2103492,-6.2465133,,
315050697,55.8345698,-4.3285398,Pollok Country Park,
317344058,54.9681804,-1.7889949,Crawcrook Park,
318674721,54.8379723,-1.5936254,West avenue Play Area,
322089430,55.1192342,-1.5813101,Humford Mill Country Park,
330681064,60.1385554,-1.2662925,Hogalee,
336101084,56.0625917,-3.2239449,Fife Circle Line,
339401139,57.3965496,-5.4997321,Battery Park,
339846275,57.3895922,-5.5947795,Abhainn Cumhang a' Ghlinne,
344558167,54.9863433,-1.5426989,Eastfield Avenue,
350089618,55.9541989,-3.1094939,Straiton Place Park,
350503422,56.4426651,-2.8846781,Sandyhill Road,
350678821,54.9733046,-2.4638702,Comb Hill Road,
354031185,54.6378318,-3.5402507,Newlands Lane,
355911105,57.4052250,-5.4820996,Kirkton Gardens,
357623841,57.2826860,-5.7161742,Douglas Row,
